Filename,Start Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species eBird Code
PER_001_S01_20190116_100007Z.flac,797.2,802.7,1364,2064,butwoo1
PER_001_S01_20190116_100007Z.flac,825.9,828.1,1579,2140,blfant1
PER_001_S01_20190116_100007Z.flac,838.7,840.3,1052,1386,undtin1
PER_001_S01_20190116_100007Z.flac,846.8,849.1,1509,2140,blfant1
PER_001_S01_20190116_100007Z.flac,849.6,863.9,1912,3455,whwbec1
PER_001_S01_20190116_100007Z.flac,863.7,867.8,1210,2228,butwoo1
PER_001_S01_20190116_100007Z.flac,801.9,803.6,1614,2123,blfant1
PER_001_S01_20190116_100007Z.flac,648.2,649.3,1485,1870,cintin1
PER_001_S01_20190116_100007Z.flac,866.4,868.3,999,1460,undtin1
PER_001_S01_20190116_100007Z.flac,868.5,870.4,1511,2203,blfant1
PER_001_S01_20190116_100007Z.flac,887.8,890.4,1492,2270,blfant1
PER_001_S01_20190116_100007Z.flac,883.2,886.4,989,1556,undtin1
PER_001_S01_20190116_100007Z.flac,898.5,902.5,1297,2173,butwoo1
PER_001_S01_20190116_100007Z.flac,903.1,904.6,1038,1411,undtin1
PER_001_S01_20190116_100007Z.flac,927.9,929.9,1621,2075,blfant1
PER_001_S01_20190116_100007Z.flac,950.3,954.8,874,2370,butwoo1
PER_001_S01_20190116_100007Z.flac,964.4,966.6,796,1748,undtin1
PER_001_S01_20190116_100007Z.flac,970.0,985.1,1573,3185,hauthr1
PER_001_S01_20190116_100007Z.flac,979.3,981.2,1573,2195,blfant1
PER_001_S01_20190116_100007Z.flac,986.6,1032.8,1476,1923,cintin1
PER_001_S01_20190116_100007Z.flac,1018.1,1020.7,1126,2175,butwoo1
PER_001_S01_20190116_100007Z.flac,1029.0,1031.1,1505,3572,blfjac1
PER_001_S01_20190116_100007Z.flac,1032.4,1059.6,1476,1826,cintin1
PER_001_S01_20190116_100007Z.flac,1040.8,1043.1,1515,2234,blfant1
PER_001_S01_20190116_100007Z.flac,1063.8,1068.7,1301,2214,butwoo1
PER_001_S01_20190116_100007Z.flac,1085.2,1089.8,1185,2020,butwoo1
PER_001_S01_20190116_100007Z.flac,1062.3,1118.4,1243,1981,cintin1
PER_001_S01_20190116_100007Z.flac,1117.2,1177.1,1526,1874,cintin1
PER_001_S01_20190116_100007Z.flac,1132.7,1134.8,964,1473,undtin1
PER_001_S01_20190116_100007Z.flac,1176.8,1236.0,1499,1821,cintin1
PER_001_S01_20190116_100007Z.flac,1171.9,1196.7,1382,3417,whwbec1
PER_001_S01_20190116_100007Z.flac,1193.7,1196.0,920,1498,undtin1
PER_001_S01_20190116_100007Z.flac,1214.9,1217.0,972,1445,undtin1
PER_001_S01_20190116_100007Z.flac,1221.8,1223.1,1025,1472,undtin1
PER_001_S01_20190116_100007Z.flac,1237.4,1255.5,1550,1918,cintin1
PER_001_S01_20190116_100007Z.flac,1259.8,1314.3,1524,1918,cintin1
PER_001_S01_20190116_100007Z.flac,1314.3,1373.1,1498,1892,cintin1
PER_001_S01_20190116_100007Z.flac,1373.3,1538.1,1544,1854,cintin1
PER_001_S01_20190116_100007Z.flac,1255.6,1257.6,946,1407,undtin1
PER_001_S01_20190116_100007Z.flac,1280.4,1284.1,1068,1456,undtin1
PER_001_S01_20190116_100007Z.flac,1267.1,1310.0,2853,3588,????
PER_001_S01_20190116_100007Z.flac,1294.5,1339.8,1411,3560,hauthr1
PER_001_S01_20190116_100007Z.flac,1320.4,1338.9,457,4371,meapar
PER_001_S01_20190116_100007Z.flac,1339.5,1350.0,1911,3429,????
PER_001_S01_20190116_100007Z.flac,1343.1,1345.0,968,1596,undtin1
PER_001_S01_20190116_100007Z.flac,1350.8,1352.9,1047,1518,undtin1
PER_001_S01_20190116_100007Z.flac,1330.3,1332.1,3822,4816,????
PER_001_S01_20190116_100007Z.flac,1354.8,1356.9,1802,3367,whwbec1
PER_001_S01_20190116_100007Z.flac,1367.8,1369.7,1836,3367,whwbec1
PER_001_S01_20190116_100007Z.flac,1373.8,1375.9,1802,3401,whwbec1
PER_001_S01_20190116_100007Z.flac,1380.9,1383.0,1734,3571,whwbec1
PER_001_S01_20190116_100007Z.flac,1391.9,1394.5,1666,3571,whwbec1
PER_001_S01_20190116_100007Z.flac,1400.7,1402.9,1836,3877,whwbec1
PER_001_S01_20190116_100007Z.flac,1407.5,1409.6,1938,3401,whwbec1
PER_001_S01_20190116_100007Z.flac,1407.5,1416.8,967,1394,undtin1
PER_001_S01_20190116_100007Z.flac,1357.1,1447.9,1572,3145,hauthr1
PER_001_S01_20190116_100007Z.flac,1415.5,1424.5,1733,3469,whwbec1
PER_001_S01_20190116_100007Z.flac,1433.6,1435.8,1598,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,1423.5,1429.9,1020,1653,undtin1
PER_001_S01_20190116_100007Z.flac,1400.7,1402.9,1020,1428,undtin1
PER_001_S01_20190116_100007Z.flac,1411.7,1413.4,1564,2244,blfant1
PER_001_S01_20190116_100007Z.flac,99.4,99.9,170,578,bucmot4
PER_001_S01_20190116_100007Z.flac,305.5,308.2,1360,2653,butwoo1
PER_001_S01_20190116_100007Z.flac,378.8,386.9,1379,3775,elewoo1
PER_001_S01_20190116_100007Z.flac,388.0,388.7,1496,2006,cintin1
PER_001_S01_20190116_100007Z.flac,409.4,411.4,918,1394,undtin1
PER_001_S01_20190116_100007Z.flac,453.8,463.5,1113,3129,grasal3
PER_001_S01_20190116_100007Z.flac,432.5,435.1,1224,2619,goeant1
PER_001_S01_20190116_100007Z.flac,1441.8,1444.1,1768,3299,whwbec1
PER_001_S01_20190116_100007Z.flac,759.8,763.1,960,2280,butwoo1
PER_001_S01_20190116_100007Z.flac,768.0,770.3,720,1520,undtin1
PER_001_S01_20190116_100007Z.flac,1298.4,1300.1,1203,4259,whwbec1
PER_001_S01_20190116_100007Z.flac,1316.7,1318.3,1851,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,1329.3,1331.2,1018,3796,whwbec1
PER_001_S01_20190116_100007Z.flac,1339.5,1342.0,1018,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1347.5,1349.7,1018,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,1124.8,1127.1,1388,3611,whwbec1
PER_001_S01_20190116_100007Z.flac,1132.1,1134.3,1296,3518,whwbec1
PER_001_S01_20190116_100007Z.flac,1139.2,1141.4,1018,3611,whwbec1
PER_001_S01_20190116_100007Z.flac,1154.7,1166.9,925,3796,whwbec1
PER_001_S01_20190116_100007Z.flac,1068.2,1070.1,1111,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1077.5,1079.6,1111,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1086.0,1093.3,1222,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,1101.5,1109.6,925,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1114.7,1116.6,1111,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1032.1,1033.3,3425,5277,????
PER_001_S01_20190116_100007Z.flac,1010.9,1013.0,925,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,1004.2,1006.5,1296,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,996.9,999.2,833,3981,whwbec1
PER_001_S01_20190116_100007Z.flac,990.6,993.0,648,4351,whwbec1
PER_001_S01_20190116_100007Z.flac,970.9,973.0,1018,4074,whwbec1
PER_001_S01_20190116_100007Z.flac,983.6,986.0,833,4722,whwbec1
PER_001_S01_20190116_100007Z.flac,978.4,981.1,648,3888,whwbec1
PER_001_S01_20190116_100007Z.flac,1035.0,1037.1,1636,3703,whwbec1
PER_001_S01_20190116_100007Z.flac,1044.4,1046.2,1702,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,1057.0,1059.2,1636,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,1053.2,1054.3,3601,4910,????
PER_001_S01_20190116_100007Z.flac,1062.1,1062.8,3732,4975,????
PER_001_S01_20190116_100007Z.flac,1044.4,1045.5,3535,4910,????
PER_001_S01_20190116_100007Z.flac,910.2,913.1,1244,3862,whwbec1
PER_001_S01_20190116_100007Z.flac,954.6,956.7,1047,3862,whwbec1
PER_001_S01_20190116_100007Z.flac,941.5,949.4,1631,3506,whwbec1
PER_001_S01_20190116_100007Z.flac,902.7,904.9,1113,3862,whwbec1
PER_001_S01_20190116_100007Z.flac,831.7,833.9,1571,3732,whwbec1
PER_001_S01_20190116_100007Z.flac,838.4,840.1,1309,3732,whwbec1
PER_001_S01_20190116_100007Z.flac,816.4,824.0,1458,3797,whwbec1
PER_001_S01_20190116_100007Z.flac,789.3,791.2,1047,3862,whwbec1
PER_001_S01_20190116_100007Z.flac,795.8,797.7,1244,3732,whwbec1
PER_001_S01_20190116_100007Z.flac,802.7,804.6,1374,3339,whwbec1
PER_001_S01_20190116_100007Z.flac,808.9,810.6,1505,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,782.6,784.6,1309,3470,whwbec1
PER_001_S01_20190116_100007Z.flac,776.3,778.0,1571,3470,whwbec1
PER_001_S01_20190116_100007Z.flac,769.9,771.8,1505,3535,whwbec1
PER_001_S01_20190116_100007Z.flac,762.7,764.5,1440,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,746.4,758.2,1576,3666,whwbec1
PER_001_S01_20190116_100007Z.flac,737.7,739.4,1636,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,711.6,713.2,1440,3535,whwbec1
PER_001_S01_20190116_100007Z.flac,607.5,609.3,720,1702,undtin1
PER_001_S01_20190116_100007Z.flac,1203.0,1205.2,1309,3732,whwbec1
PER_001_S01_20190116_100007Z.flac,1210.2,1212.3,1440,3601,whwbec1
PER_001_S01_20190116_100007Z.flac,1217.4,1219.6,1505,3928,whwbec1
PER_001_S01_20190116_100007Z.flac,1247.0,1249.0,1505,3666,whwbec1
PER_001_S01_20190116_100007Z.flac,1239.7,1242.1,1309,3928,whwbec1
PER_001_S01_20190116_100007Z.flac,1229.7,1232.0,1505,4059,whwbec1
PER_001_S01_20190116_100007Z.flac,1223.4,1225.6,1702,3666,whwbec1
PER_001_S01_20190116_100007Z.flac,1255.4,1263.9,1532,3422,whwbec1
PER_001_S01_20190116_100007Z.flac,1276.5,1278.7,1518,3467,whwbec1
PER_001_S01_20190116_100007Z.flac,1283.9,1286.1,1563,3512,whwbec1
PER_001_S01_20190116_100007Z.flac,1450.6,1452.8,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1473.9,1476.1,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,1465.1,1467.4,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,1458.4,1460.6,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1481.5,1483.7,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1487.8,1490.1,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1498.4,1500.7,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,1503.9,1506.1,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1511.3,1513.5,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,1535.8,1538.0,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,1530.1,1532.3,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,1519.2,1521.4,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,1545.2,1547.4,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,1551.4,1553.6,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1562.4,1564.7,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1569.5,1571.8,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1595.2,1597.4,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,1584.9,1587.2,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1576.1,1578.4,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,1604.0,1612.0,1437,3467,whwbec1
PER_001_S01_20190116_100007Z.flac,1619.5,1633.1,1522,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1657.7,1659.9,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1648.0,1650.2,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1639.8,1642.1,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1668.7,1670.9,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1675.0,1677.2,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,1681.7,1683.9,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1707.1,1709.3,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,1700.1,1702.4,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1720.9,1723.8,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,1729.2,1731.5,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1848.9,1851.1,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1994.3,1996.5,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,1999.7,2001.9,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,1971.4,1990.8,1736,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2034.6,2056.6,1840,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2061.6,2081.2,1631,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2025.7,2028.0,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2086.6,2094.0,1601,3611,whwbec1
PER_001_S01_20190116_100007Z.flac,2099.3,2112.7,1666,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2124.4,2131.9,1492,3576,whwbec1
PER_001_S01_20190116_100007Z.flac,2117.8,2120.0,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2136.5,2138.7,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2142.7,2144.9,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2149.3,2151.6,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2157.4,2159.6,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2180.0,2185.4,1437,3368,whwbec1
PER_001_S01_20190116_100007Z.flac,2171.5,2173.7,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2165.8,2168.0,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2214.1,2216.4,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2223.0,2236.5,1388,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2247.1,2249.3,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2248.3,2255.9,1215,3167,whwbec1
PER_001_S01_20190116_100007Z.flac,2288.0,2294.7,1327,3153,whwbec1
PER_001_S01_20190116_100007Z.flac,2300.8,2308.4,1486,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2261.0,2263.2,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,2268.9,2283.3,1319,3576,whwbec1
PER_001_S01_20190116_100007Z.flac,2314.9,2329.9,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2334.7,2336.9,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2352.5,2366.0,1711,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2342.1,2344.3,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2370.7,2372.9,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,2377.6,2379.8,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2385.1,2399.8,1656,3645,whwbec1
PER_001_S01_20190116_100007Z.flac,2407.0,2409.2,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2418.6,2425.4,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,2432.6,2434.8,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2438.2,2440.5,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,2448.3,2450.5,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2455.9,2462.7,995,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2466.6,2468.8,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,2474.8,2477.0,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2482.4,2491.0,1309,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2495.3,2497.5,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2506.9,2509.2,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,2514.4,2516.6,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2523.7,2531.8,1676,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2537.6,2545.3,1571,3824,whwbec1
PER_001_S01_20190116_100007Z.flac,2565.5,2567.8,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2558.7,2560.9,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2552.0,2554.3,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2574.3,2576.5,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2581.5,2583.8,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2588.4,2590.6,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2597.3,2609.1,1711,3614,whwbec1
PER_001_S01_20190116_100007Z.flac,2622.6,2624.8,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2614.6,2616.9,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2638.9,2641.2,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2630.4,2632.7,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,2645.4,2647.6,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2657.5,2659.7,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2682.3,2684.6,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2675.7,2678.0,1985,3934,whwbec1
PER_001_S01_20190116_100007Z.flac,2665.5,2667.7,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2689.1,2691.3,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,2696.1,2698.3,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2709.6,2711.8,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2722.2,2724.5,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2729.5,2731.7,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2738.9,2741.1,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2758.8,2761.0,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2766.6,2768.8,1985,3934,whwbec1
PER_001_S01_20190116_100007Z.flac,2773.3,2775.6,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,2799.7,2801.9,1930,3879,whwbec1
PER_001_S01_20190116_100007Z.flac,2791.8,2794.0,1821,3770,whwbec1
PER_001_S01_20190116_100007Z.flac,2782.8,2785.0,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2809.5,2811.7,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2838.6,2840.8,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,2847.9,2850.1,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,2817.2,2819.4,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2825.7,2827.9,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2855.1,2857.3,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2875.6,2877.8,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2883.3,2885.6,1821,3770,whwbec1
PER_001_S01_20190116_100007Z.flac,2892.1,2894.3,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2915.3,2917.6,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2909.2,2911.4,1656,3605,whwbec1
PER_001_S01_20190116_100007Z.flac,2898.4,2900.7,1382,3331,whwbec1
PER_001_S01_20190116_100007Z.flac,2926.4,2928.6,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2934.9,2937.1,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,2942.4,2944.6,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,2951.2,2953.5,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2970.9,2978.6,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,2962.0,2964.2,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,3000.3,3002.5,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,2984.6,2986.9,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,3070.5,3077.1,1656,3911,whwbec1
PER_001_S01_20190116_100007Z.flac,3097.2,3099.4,1821,3770,whwbec1
PER_001_S01_20190116_100007Z.flac,3156.6,3158.9,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,3196.0,3198.2,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,3165.3,3167.6,1601,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,3205.8,3208.0,1437,3386,whwbec1
PER_001_S01_20190116_100007Z.flac,3230.3,3232.5,1875,3824,whwbec1
PER_001_S01_20190116_100007Z.flac,3238.3,3240.5,1930,3879,whwbec1
PER_001_S01_20190116_100007Z.flac,3442.1,3450.6,1428,3550,whwbec1
PER_001_S01_20190116_100007Z.flac,3410.6,3412.8,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,3494.7,3497.0,1711,3660,whwbec1
PER_001_S01_20190116_100007Z.flac,3472.7,3474.9,1492,3441,whwbec1
PER_001_S01_20190116_100007Z.flac,3466.2,3468.4,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,3458.1,3460.3,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,3502.9,3505.1,1546,3496,whwbec1
PER_001_S01_20190116_100007Z.flac,3481.0,3483.2,1766,3715,whwbec1
PER_001_S01_20190116_100007Z.flac,1443.8,1445.8,969,1356,undtin1
PER_001_S01_20190116_100007Z.flac,1453.0,1454.5,1627,2093,blfant1
PER_001_S01_20190116_100007Z.flac,1456.1,1458.3,232,930,bucmot4
PER_001_S01_20190116_100007Z.flac,1461.2,1462.9,891,1705,undtin1
PER_001_S01_20190116_100007Z.flac,1483.7,1485.7,1472,2480,blfant1
PER_001_S01_20190116_100007Z.flac,1531.7,1533.7,852,1589,undtin1
PER_001_S01_20190116_100007Z.flac,1487.5,1489.5,872,1608,undtin1
PER_001_S01_20190116_100007Z.flac,1543.2,1544.0,1472,1976,cintin1
PER_001_S01_20190116_100007Z.flac,1549.4,1550.2,1414,1918,cintin1
PER_001_S01_20190116_100007Z.flac,1554.9,1555.7,1492,1996,cintin1
PER_001_S01_20190116_100007Z.flac,1560.1,1560.9,1531,2034,cintin1
PER_001_S01_20190116_100007Z.flac,1583.3,1584.1,1474,1978,cintin1
PER_001_S01_20190116_100007Z.flac,1593.6,1594.4,1355,1859,cintin1
PER_001_S01_20190116_100007Z.flac,1578.0,1578.8,1414,1918,cintin1
PER_001_S01_20190116_100007Z.flac,1565.6,1566.4,1474,1978,cintin1
PER_001_S01_20190116_100007Z.flac,1573.4,1575.6,476,1726,undtin1
PER_001_S01_20190116_100007Z.flac,1551.3,1553.5,565,1815,undtin1
PER_001_S01_20190116_100007Z.flac,1599.0,1599.8,1395,2015,cintin1
PER_001_S01_20190116_100007Z.flac,1600.4,1601.9,1434,2325,blfant1
PER_001_S01_20190116_100007Z.flac,1601.7,1603.7,852,1744,undtin1
PER_001_S01_20190116_100007Z.flac,1604.9,1663.9,1522,1935,cintin1
PER_001_S01_20190116_100007Z.flac,1610.3,1613.7,813,1463,greant1
PER_001_S01_20190116_100007Z.flac,1615.9,1617.2,975,1910,undtin1
PER_001_S01_20190116_100007Z.flac,1625.7,1628.9,650,1463,greant1
PER_001_S01_20190116_100007Z.flac,1636.3,1638.3,935,1626,undtin1
PER_001_S01_20190116_100007Z.flac,1641.2,1644.3,853,1504,greant1
PER_001_S01_20190116_100007Z.flac,1650.9,1655.1,813,1544,greant1
PER_001_S01_20190116_100007Z.flac,1660.4,1670.3,785,1504,greant1
PER_001_S01_20190116_100007Z.flac,1678.4,1680.4,853,1504,undtin1
PER_001_S01_20190116_100007Z.flac,1683.1,1685.4,1300,2276,blfant1
PER_001_S01_20190116_100007Z.flac,1684.5,1685.3,1463,2032,cintin1
