Filename,Start Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species eBird Code
SSW_003_20170225_030002Z.flac,2887.3,2887.9,2058,6960,????
SSW_004_20170225_050004Z.flac,31.1,39.7,0,5588,cangoo
SSW_004_20170225_050004Z.flac,191.8,204.4,0,8725,cangoo
SSW_004_20170225_050004Z.flac,210.3,230.1,196,3823,cangoo
SSW_004_20170225_050004Z.flac,269.3,270.5,0,3725,cangoo
SSW_004_20170225_050004Z.flac,383.7,390.3,0,7843,cangoo
SSW_004_20170225_050004Z.flac,401.0,402.0,0,5196,cangoo
SSW_004_20170225_050004Z.flac,574.1,584.7,98,2745,cangoo
SSW_004_20170225_050004Z.flac,682.5,683.3,0,3431,cangoo
SSW_004_20170225_050004Z.flac,846.0,846.3,2549,9411,blujay
SSW_004_20170225_050004Z.flac,1216.8,1235.0,0,6176,cangoo
SSW_004_20170225_050004Z.flac,1554.0,1557.6,0,3823,cangoo
SSW_004_20170225_050004Z.flac,2103.3,2118.4,294,7549,cangoo
SSW_004_20170225_050004Z.flac,2231.4,2236.4,0,8431,cangoo
SSW_004_20170225_050004Z.flac,2260.1,2264.8,0,5000,cangoo
SSW_004_20170225_050004Z.flac,2273.5,2274.0,0,2451,cangoo
SSW_004_20170225_050004Z.flac,2363.6,2366.1,0,3921,cangoo
SSW_004_20170225_050004Z.flac,2524.4,2525.3,0,3431,????
SSW_004_20170225_050004Z.flac,2626.4,2632.7,0,7058,cangoo
SSW_004_20170225_050004Z.flac,2646.6,2652.2,0,4215,cangoo
SSW_004_20170225_050004Z.flac,2943.6,2943.9,0,2941,cangoo
SSW_004_20170225_050004Z.flac,3062.3,3064.8,98,6176,cangoo
SSW_004_20170225_050004Z.flac,3321.0,3325.4,0,6960,cangoo
SSW_005_20170225_070005Z.flac,133.4,134.8,0,2761,cangoo
SSW_005_20170225_070005Z.flac,1550.2,1551.7,0,2476,cangoo
SSW_005_20170225_070005Z.flac,1552.2,1554.1,0,2381,cangoo
SSW_005_20170225_070005Z.flac,2330.2,2332.8,0,2571,cangoo
SSW_005_20170225_070005Z.flac,2382.4,2382.8,0,2857,cangoo
SSW_006_20170225_100007Z.flac,2074.4,2077.1,0,2745,cangoo
SSW_006_20170225_100007Z.flac,2068.3,2071.0,0,4019,cangoo
SSW_006_20170225_100007Z.flac,3305.9,3309.7,1568,6274,killde
SSW_007_20170225_110009Z.flac,549.1,549.6,3254,4841,killde
SSW_007_20170225_110009Z.flac,1787.3,1789.3,158,2301,amecro
SSW_007_20170225_110009Z.flac,1797.4,1799.1,396,2381,amecro
SSW_007_20170225_110009Z.flac,2310.2,2310.6,2460,6031,eursta
SSW_007_20170225_110009Z.flac,2397.0,2398.3,1111,6190,rewbla
SSW_007_20170225_110009Z.flac,2399.5,2410.4,1349,5952,rewbla
SSW_007_20170225_110009Z.flac,2445.4,2445.6,1587,6984,rewbla
SSW_007_20170225_110009Z.flac,2442.0,2470.7,79,2063,cangoo
SSW_007_20170225_110009Z.flac,2470.7,2493.5,79,1746,cangoo
SSW_007_20170225_110009Z.flac,2549.2,2553.4,1349,7142,rewbla
SSW_007_20170225_110009Z.flac,2544.3,2544.6,2222,6587,rewbla
SSW_007_20170225_110009Z.flac,2564.7,2571.7,0,3254,amecro
SSW_007_20170225_110009Z.flac,2572.4,2575.2,158,2777,amecro
SSW_007_20170225_110009Z.flac,2579.8,2582.9,0,2777,amecro
SSW_007_20170225_110009Z.flac,2606.8,2612.5,0,2698,amecro
SSW_007_20170225_110009Z.flac,2623.9,2626.0,0,2619,amecro
SSW_007_20170225_110009Z.flac,2627.6,2630.6,0,2936,amecro
SSW_007_20170225_110009Z.flac,2637.1,2639.4,0,2936,amecro
SSW_007_20170225_110009Z.flac,2655.2,2656.9,317,3571,whbnut
SSW_007_20170225_110009Z.flac,2660.7,2661.8,1269,3571,whbnut
SSW_007_20170225_110009Z.flac,2648.3,2649.4,1190,3254,whbnut
SSW_007_20170225_110009Z.flac,2658.5,2660.4,0,2460,amecro
SSW_007_20170225_110009Z.flac,2664.0,2665.8,1031,3968,whbnut
SSW_007_20170225_110009Z.flac,2669.4,2671.3,1031,3650,whbnut
SSW_007_20170225_110009Z.flac,2674.2,2676.0,714,3254,whbnut
SSW_007_20170225_110009Z.flac,2680.8,2682.7,1349,3571,whbnut
SSW_007_20170225_110009Z.flac,2682.8,2686.2,317,2539,amecro
SSW_007_20170225_110009Z.flac,2714.8,2717.2,0,2063,amecro
SSW_007_20170225_110009Z.flac,2726.0,2727.8,0,2301,amecro
SSW_007_20170225_110009Z.flac,2868.8,2871.1,0,2619,amecro
SSW_007_20170225_110009Z.flac,2872.4,2879.0,793,5396,rewbla
SSW_007_20170225_110009Z.flac,2913.8,2924.9,2698,6269,haiwoo
SSW_007_20170225_110009Z.flac,2973.5,2975.5,873,3412,whbnut
SSW_007_20170225_110009Z.flac,2989.8,2991.8,634,3412,whbnut
SSW_007_20170225_110009Z.flac,3005.0,3007.5,1111,3412,whbnut
SSW_007_20170225_110009Z.flac,3039.4,3041.7,714,3412,whbnut
SSW_007_20170225_110009Z.flac,3113.8,3115.1,0,2539,????
SSW_007_20170225_110009Z.flac,3083.8,3085.0,0,2857,????
SSW_007_20170225_110009Z.flac,3147.0,3148.3,0,2460,????
SSW_007_20170225_110009Z.flac,3167.2,3168.4,158,2539,????
SSW_007_20170225_110009Z.flac,3196.7,3197.8,0,3492,????
SSW_007_20170225_110009Z.flac,3228.2,3229.3,0,3492,????
SSW_007_20170225_110009Z.flac,3220.9,3227.1,1349,4682,rewbla
SSW_007_20170225_110009Z.flac,3223.2,3225.4,396,3412,whbnut
SSW_007_20170225_110009Z.flac,3257.0,3258.5,0,2936,????
SSW_007_20170225_110009Z.flac,3274.8,3276.2,0,3174,????
SSW_007_20170225_110009Z.flac,3310.8,3312.3,0,3015,????
SSW_007_20170225_110009Z.flac,3332.2,3333.5,317,3174,????
SSW_007_20170225_110009Z.flac,3407.1,3408.6,0,2857,????
SSW_007_20170225_110009Z.flac,3420.1,3421.4,0,2539,????
SSW_007_20170225_110009Z.flac,3475.3,3476.7,0,3333,????
SSW_007_20170225_110009Z.flac,3439.5,3441.0,0,2777,????
SSW_007_20170225_110009Z.flac,3440.8,3442.7,0,2460,amecro
SSW_007_20170225_110009Z.flac,3456.9,3462.4,0,2301,amecro
SSW_007_20170225_110009Z.flac,3536.9,3538.5,0,8968,amecro
SSW_007_20170225_110009Z.flac,3508.6,3536.3,238,3809,cangoo
SSW_007_20170225_110009Z.flac,3523.3,3524.5,0,2142,????
SSW_007_20170225_110009Z.flac,3547.9,3549.2,0,2619,????
SSW_007_20170225_110009Z.flac,3547.8,3562.4,79,3650,cangoo
SSW_007_20170225_110009Z.flac,3569.5,3571.0,79,2936,????
SSW_007_20170225_110009Z.flac,3584.3,3585.7,317,2698,????
SSW_007_20170225_110009Z.flac,3578.9,3580.8,0,2936,amecro
SSW_007_20170225_110009Z.flac,3585.5,3587.2,0,2936,amecro
SSW_007_20170225_110009Z.flac,3592.6,3600.0,0,4365,amecro
SSW_007_20170225_110009Z.flac,2645.8,2647.9,320,3200,amecro
SSW_007_20170225_110009Z.flac,3502.9,3504.3,0,2868,????
SSW_007_20170225_110009Z.flac,3482.1,3503.2,0,3255,cangoo
SSW_008_20170225_120012Z.flac,2.2,4.0,238,2063,????
SSW_008_20170225_120012Z.flac,14.0,18.7,396,2460,amecro
SSW_008_20170225_120012Z.flac,27.6,29.3,238,2222,????
SSW_008_20170225_120012Z.flac,36.2,39.6,0,2539,amecro
SSW_008_20170225_120012Z.flac,43.2,48.0,79,2539,amecro
SSW_008_20170225_120012Z.flac,56.9,58.3,0,2777,????
SSW_008_20170225_120012Z.flac,58.8,61.6,238,2381,amecro
SSW_008_20170225_120012Z.flac,75.5,77.2,0,2381,????
SSW_008_20170225_120012Z.flac,94.8,96.4,0,2460,????
SSW_008_20170225_120012Z.flac,108.2,109.8,0,2222,????
SSW_008_20170225_120012Z.flac,116.9,118.7,0,2381,????
SSW_008_20170225_120012Z.flac,133.3,135.2,0,1984,????
SSW_008_20170225_120012Z.flac,195.0,195.5,0,8095,amerob
SSW_008_20170225_120012Z.flac,226.1,227.9,317,2301,????
SSW_008_20170225_120012Z.flac,285.9,286.4,1031,6190,amegfi
SSW_008_20170225_120012Z.flac,288.3,290.6,1825,6269,amegfi
SSW_008_20170225_120012Z.flac,278.5,278.9,158,5317,????
SSW_008_20170225_120012Z.flac,305.3,306.9,0,2142,????
SSW_008_20170225_120012Z.flac,314.3,315.8,0,2222,????
SSW_008_20170225_120012Z.flac,336.6,341.9,2381,4682,blujay
SSW_008_20170225_120012Z.flac,387.5,391.6,952,4444,rewbla
SSW_008_20170225_120012Z.flac,393.6,411.4,79,2381,cangoo
SSW_008_20170225_120012Z.flac,413.9,437.5,79,4047,cangoo
SSW_008_20170225_120012Z.flac,443.6,462.3,0,2936,cangoo
SSW_008_20170225_120012Z.flac,457.3,457.5,714,3888,rewbla
SSW_008_20170225_120012Z.flac,445.7,445.9,1031,4047,rewbla
SSW_008_20170225_120012Z.flac,550.1,553.4,0,3333,amegfi
SSW_008_20170225_120012Z.flac,555.7,557.8,1904,5158,amegfi
SSW_008_20170225_120012Z.flac,556.3,558.8,0,1746,amecro
SSW_008_20170225_120012Z.flac,559.5,560.4,1984,4920,amegfi
SSW_008_20170225_120012Z.flac,561.7,564.4,0,2698,amecro
SSW_008_20170225_120012Z.flac,582.3,585.1,0,1984,amecro
SSW_008_20170225_120012Z.flac,592.6,595.0,0,2857,amecro
SSW_008_20170225_120012Z.flac,593.9,595.6,4682,7777,dowwoo
SSW_008_20170225_120012Z.flac,752.2,753.3,0,3095,comrav
SSW_008_20170225_120012Z.flac,773.7,774.7,0,2460,comrav
SSW_008_20170225_120012Z.flac,791.6,796.6,79,2619,amecro
SSW_008_20170225_120012Z.flac,813.7,816.3,0,2539,amecro
SSW_008_20170225_120012Z.flac,820.0,821.0,0,2619,comrav
SSW_008_20170225_120012Z.flac,824.4,828.4,0,2777,amecro
SSW_008_20170225_120012Z.flac,829.8,831.0,0,1904,comrav
SSW_008_20170225_120012Z.flac,859.2,861.7,0,3333,amecro
SSW_008_20170225_120012Z.flac,860.0,860.6,0,2222,comrav
SSW_008_20170225_120012Z.flac,867.6,872.0,79,2460,amecro
SSW_008_20170225_120012Z.flac,881.0,884.2,317,3174,amecro
SSW_008_20170225_120012Z.flac,890.3,894.3,0,2460,amecro
SSW_008_20170225_120012Z.flac,902.0,903.7,0,3015,amecro
SSW_008_20170225_120012Z.flac,905.8,908.2,0,2936,amecro
SSW_008_20170225_120012Z.flac,911.0,914.3,0,2222,amecro
SSW_008_20170225_120012Z.flac,910.1,916.5,79,4285,rewbla
SSW_008_20170225_120012Z.flac,936.1,940.4,0,2936,amecro
SSW_008_20170225_120012Z.flac,951.5,953.4,0,3412,amecro
SSW_008_20170225_120012Z.flac,963.3,965.7,0,3412,amecro
SSW_008_20170225_120012Z.flac,977.0,979.5,0,2936,amecro
SSW_008_20170225_120012Z.flac,990.7,994.4,0,3174,amecro
SSW_008_20170225_120012Z.flac,1001.4,1004.6,0,2777,amecro
SSW_008_20170225_120012Z.flac,1010.0,1012.4,0,2936,amecro
SSW_008_20170225_120012Z.flac,1016.9,1019.2,0,3254,amecro
SSW_008_20170225_120012Z.flac,1031.2,1033.5,0,3333,amecro
SSW_008_20170225_120012Z.flac,1037.4,1043.1,0,3809,cangoo
SSW_008_20170225_120012Z.flac,1046.9,1050.2,0,2857,amecro
SSW_008_20170225_120012Z.flac,1054.2,1059.6,0,3174,cangoo
SSW_008_20170225_120012Z.flac,1065.4,1074.9,79,3015,cangoo
SSW_008_20170225_120012Z.flac,1067.5,1069.6,0,4127,amecro
SSW_008_20170225_120012Z.flac,1083.6,1095.8,1904,5238,????
SSW_008_20170225_120012Z.flac,1097.2,1101.1,0,2381,amecro
SSW_008_20170225_120012Z.flac,1133.6,1235.0,79,9761,cangoo
SSW_008_20170225_120012Z.flac,1237.0,1276.0,0,4285,cangoo
SSW_008_20170225_120012Z.flac,1277.7,1278.0,1111,4285,????
SSW_008_20170225_120012Z.flac,1358.9,1363.1,0,2460,amecro
SSW_008_20170225_120012Z.flac,1374.0,1376.2,0,1904,amecro
SSW_008_20170225_120012Z.flac,1454.5,1503.5,0,2619,cangoo
SSW_008_20170225_120012Z.flac,1523.2,1560.5,79,4365,cangoo
SSW_008_20170225_120012Z.flac,1552.6,1554.6,0,2460,amecro
SSW_008_20170225_120012Z.flac,1561.5,1563.1,0,4127,amecro
SSW_008_20170225_120012Z.flac,1567.5,1570.1,0,6746,amecro
SSW_008_20170225_120012Z.flac,1573.6,1574.8,0,7857,amecro
SSW_008_20170225_120012Z.flac,1581.1,1584.2,0,4285,amecro
SSW_008_20170225_120012Z.flac,1587.6,1590.7,0,3412,cangoo
SSW_008_20170225_120012Z.flac,1588.6,1592.6,0,2381,amecro
SSW_008_20170225_120012Z.flac,1594.8,1596.7,4761,7936,dowwoo
SSW_008_20170225_120012Z.flac,1647.9,1648.3,634,4206,rewbla
SSW_008_20170225_120012Z.flac,1774.6,1776.4,1111,6428,norcar
SSW_008_20170225_120012Z.flac,1850.6,1853.5,0,4444,norcar
SSW_008_20170225_120012Z.flac,1886.6,1888.6,158,4603,norcar
SSW_008_20170225_120012Z.flac,1905.0,1907.0,0,5238,norcar
SSW_008_20170225_120012Z.flac,1913.3,1915.3,0,5317,norcar
SSW_008_20170225_120012Z.flac,1967.3,1969.1,396,5079,norcar
SSW_008_20170225_120012Z.flac,1974.8,1981.7,0,2698,cangoo
SSW_008_20170225_120012Z.flac,1977.1,1979.5,0,4127,norcar
SSW_008_20170225_120012Z.flac,1997.7,1999.3,0,3730,norcar
SSW_008_20170225_120012Z.flac,2027.2,2029.7,0,5396,norcar
SSW_008_20170225_120012Z.flac,2056.2,2059.3,0,6190,rewbla
SSW_008_20170225_120012Z.flac,2061.3,2066.1,0,5873,rewbla
SSW_008_20170225_120012Z.flac,2262.7,2265.4,0,2777,amecro
SSW_008_20170225_120012Z.flac,2368.7,2371.2,0,2460,amecro
SSW_008_20170225_120012Z.flac,2381.8,2384.5,0,2222,amecro
SSW_008_20170225_120012Z.flac,2386.0,2386.8,396,3254,whbnut
SSW_008_20170225_120012Z.flac,2392.8,2395.3,0,2619,amecro
SSW_008_20170225_120012Z.flac,2403.9,2404.8,476,3254,whbnut
SSW_008_20170225_120012Z.flac,2405.1,2407.1,0,2936,amecro
SSW_008_20170225_120012Z.flac,2424.2,2426.9,0,2777,amecro
SSW_008_20170225_120012Z.flac,2434.8,2436.6,0,2301,amecro
SSW_008_20170225_120012Z.flac,2444.7,2447.3,79,2222,amecro
SSW_008_20170225_120012Z.flac,2473.9,2474.8,1111,3095,whbnut
SSW_008_20170225_120012Z.flac,2492.2,2492.9,1269,3174,whbnut
SSW_008_20170225_120012Z.flac,2515.7,2517.4,873,3174,whbnut
SSW_008_20170225_120012Z.flac,2524.8,2525.9,1031,3333,whbnut
SSW_008_20170225_120012Z.flac,2508.6,2509.6,873,3650,whbnut
SSW_008_20170225_120012Z.flac,2530.5,2531.8,1111,3650,whbnut
SSW_008_20170225_120012Z.flac,2536.8,2538.8,634,3809,whbnut
SSW_008_20170225_120012Z.flac,2543.0,2544.5,1269,3412,whbnut
SSW_008_20170225_120012Z.flac,2546.5,2548.6,1349,2698,whbnut
SSW_008_20170225_120012Z.flac,2552.2,2553.8,1349,2857,whbnut
SSW_008_20170225_120012Z.flac,2555.8,2557.8,873,3888,whbnut
SSW_008_20170225_120012Z.flac,2560.0,2561.7,555,3412,whbnut
SSW_008_20170225_120012Z.flac,2564.8,2566.7,1428,3809,whbnut
SSW_008_20170225_120012Z.flac,2568.7,2570.8,1190,3333,whbnut
SSW_008_20170225_120012Z.flac,2573.3,2575.7,873,3809,whbnut
SSW_008_20170225_120012Z.flac,2578.4,2580.5,873,2936,whbnut
SSW_008_20170225_120012Z.flac,2583.7,2586.0,158,4444,whbnut
SSW_008_20170225_120012Z.flac,2588.8,2591.1,476,4127,whbnut
SSW_008_20170225_120012Z.flac,2594.0,2596.1,1111,3650,whbnut
SSW_008_20170225_120012Z.flac,2599.5,2601.6,952,3254,whbnut
SSW_008_20170225_120012Z.flac,2610.6,2612.4,1269,4206,whbnut
SSW_008_20170225_120012Z.flac,2610.7,2611.8,634,5714,norcar
SSW_008_20170225_120012Z.flac,2614.1,2616.4,1269,4603,whbnut
SSW_008_20170225_120012Z.flac,2620.5,2622.7,952,5714,whbnut
SSW_008_20170225_120012Z.flac,2626.2,2628.5,714,4206,whbnut
SSW_008_20170225_120012Z.flac,2631.0,2633.7,873,3412,whbnut
SSW_008_20170225_120012Z.flac,2636.1,2638.3,1190,3968,whbnut
SSW_008_20170225_120012Z.flac,2643.2,2645.6,1190,4365,whbnut
SSW_008_20170225_120012Z.flac,2645.2,2645.9,1349,5793,norcar
SSW_008_20170225_120012Z.flac,2649.1,2651.2,1031,4603,whbnut
SSW_008_20170225_120012Z.flac,2658.6,2660.1,1190,3571,whbnut
SSW_008_20170225_120012Z.flac,2664.4,2666.3,714,4365,whbnut
SSW_008_20170225_120012Z.flac,2670.0,2671.7,1031,3650,whbnut
SSW_008_20170225_120012Z.flac,2682.3,2684.5,714,3492,whbnut
SSW_008_20170225_120012Z.flac,2687.1,2688.9,1269,3015,whbnut
SSW_008_20170225_120012Z.flac,2692.4,2694.1,1507,3254,whbnut
SSW_008_20170225_120012Z.flac,2701.6,2702.9,1349,3174,whbnut
SSW_008_20170225_120012Z.flac,2705.4,2706.4,1507,3015,whbnut
SSW_008_20170225_120012Z.flac,2742.2,2747.1,0,3174,amecro
SSW_008_20170225_120012Z.flac,2759.1,2761.1,0,3095,amecro
SSW_008_20170225_120012Z.flac,2763.2,2766.4,0,2857,amecro
SSW_008_20170225_120012Z.flac,2774.3,2777.5,0,2142,amecro
SSW_008_20170225_120012Z.flac,2882.1,2884.0,0,5238,comgra
SSW_008_20170225_120012Z.flac,2924.7,2926.6,158,2539,amecro
SSW_008_20170225_120012Z.flac,3089.9,3090.3,1984,5000,rewbla
SSW_008_20170225_120012Z.flac,3165.6,3259.6,238,2936,cangoo
SSW_009_20170225_130009Z.flac,3.4,3.9,0,2666,amecro
SSW_009_20170225_130009Z.flac,4.1,6.1,0,4000,mallar3
SSW_009_20170225_130009Z.flac,1.4,31.9,95,6000,cangoo
SSW_009_20170225_130009Z.flac,49.1,49.5,0,2761,cangoo
SSW_009_20170225_130009Z.flac,51.7,53.1,0,5809,rewbla
SSW_009_20170225_130009Z.flac,58.8,59.8,0,6190,rewbla
SSW_009_20170225_130009Z.flac,58.3,59.5,0,4000,amecro
SSW_009_20170225_130009Z.flac,59.6,88.2,190,4666,mallar3
SSW_009_20170225_130009Z.flac,60.1,60.9,0,3047,cangoo
SSW_009_20170225_130009Z.flac,61.8,63.4,0,3523,cangoo
SSW_009_20170225_130009Z.flac,63.8,73.7,95,3333,cangoo
SSW_009_20170225_130009Z.flac,74.3,76.3,0,3333,cangoo
SSW_009_20170225_130009Z.flac,79.1,80.3,0,3523,cangoo
SSW_009_20170225_130009Z.flac,84.1,85.2,0,3238,cangoo
SSW_009_20170225_130009Z.flac,87.7,88.8,0,3142,cangoo
SSW_009_20170225_130009Z.flac,93.3,94.4,0,4571,rewbla
SSW_009_20170225_130009Z.flac,98.8,99.3,0,2476,cangoo
SSW_009_20170225_130009Z.flac,98.3,99.6,0,3333,amecro
SSW_009_20170225_130009Z.flac,100.9,102.3,0,2571,amecro
SSW_009_20170225_130009Z.flac,105.2,106.9,0,5238,cangoo
SSW_009_20170225_130009Z.flac,111.0,114.9,0,4857,cangoo
SSW_009_20170225_130009Z.flac,114.6,116.2,0,3238,amecro
SSW_009_20170225_130009Z.flac,123.6,126.4,0,4000,amecro
SSW_009_20170225_130009Z.flac,126.5,127.4,0,5523,rewbla
SSW_009_20170225_130009Z.flac,132.7,133.4,0,4285,rewbla
SSW_009_20170225_130009Z.flac,142.8,144.4,0,2571,amecro
SSW_009_20170225_130009Z.flac,163.8,164.7,857,5619,rewbla
SSW_009_20170225_130009Z.flac,170.7,171.5,0,5619,rewbla
SSW_009_20170225_130009Z.flac,120.3,177.3,0,5714,cangoo
SSW_009_20170225_130009Z.flac,179.0,179.7,476,6190,rewbla
SSW_009_20170225_130009Z.flac,189.2,189.9,0,4000,amecro
SSW_009_20170225_130009Z.flac,193.5,194.5,666,4285,rewbla
SSW_009_20170225_130009Z.flac,200.2,201.2,952,4952,rewbla
SSW_009_20170225_130009Z.flac,210.8,214.7,0,7809,rebwoo
SSW_009_20170225_130009Z.flac,217.5,218.2,761,4857,rewbla
SSW_009_20170225_130009Z.flac,177.9,178.9,0,6381,cangoo
SSW_009_20170225_130009Z.flac,187.2,205.0,0,8095,cangoo
SSW_009_20170225_130009Z.flac,219.0,220.0,0,6095,cangoo
SSW_009_20170225_130009Z.flac,228.0,229.1,0,6952,cangoo
SSW_009_20170225_130009Z.flac,233.1,237.0,0,6095,cangoo
SSW_009_20170225_130009Z.flac,237.4,238.7,0,4857,rebwoo
SSW_009_20170225_130009Z.flac,242.1,242.8,0,6952,cangoo
SSW_009_20170225_130009Z.flac,245.3,246.6,0,3809,amecro
SSW_009_20170225_130009Z.flac,248.1,249.7,0,3904,cangoo
SSW_009_20170225_130009Z.flac,252.1,253.0,0,3523,rebwoo
SSW_009_20170225_130009Z.flac,257.7,258.2,0,5238,cangoo
SSW_009_20170225_130009Z.flac,265.2,266.2,0,3904,rebwoo
SSW_009_20170225_130009Z.flac,271.6,272.5,95,4761,rewbla
SSW_009_20170225_130009Z.flac,272.0,276.8,0,7714,cangoo
SSW_009_20170225_130009Z.flac,277.8,278.4,0,4952,rebwoo
SSW_009_20170225_130009Z.flac,278.7,279.5,0,4476,rewbla
SSW_009_20170225_130009Z.flac,284.2,286.4,0,6095,rewbla
SSW_009_20170225_130009Z.flac,287.5,292.1,0,5142,cangoo
SSW_009_20170225_130009Z.flac,288.2,289.1,0,4476,rebwoo
SSW_009_20170225_130009Z.flac,296.8,298.5,0,4285,amecro
SSW_009_20170225_130009Z.flac,303.8,305.5,0,3714,amecro
SSW_009_20170225_130009Z.flac,311.6,313.5,0,3428,amecro
SSW_009_20170225_130009Z.flac,317.1,318.2,0,3714,rebwoo
SSW_009_20170225_130009Z.flac,308.2,309.1,0,3904,rebwoo
SSW_009_20170225_130009Z.flac,300.5,301.7,0,7238,cangoo
SSW_009_20170225_130009Z.flac,314.4,315.4,0,5142,cangoo
SSW_009_20170225_130009Z.flac,308.4,309.3,0,6761,cangoo
SSW_009_20170225_130009Z.flac,324.5,325.2,0,3809,rebwoo
SSW_009_20170225_130009Z.flac,325.5,326.7,0,4571,rewbla
SSW_009_20170225_130009Z.flac,328.4,335.2,0,4095,mallar3
SSW_009_20170225_130009Z.flac,344.9,361.0,0,4285,mallar3
SSW_009_20170225_130009Z.flac,334.5,335.4,571,5904,tuftit
SSW_009_20170225_130009Z.flac,338.7,339.8,476,4190,tuftit
SSW_009_20170225_130009Z.flac,342.0,343.1,0,4857,tuftit
SSW_009_20170225_130009Z.flac,360.3,361.5,0,3809,tuftit
SSW_009_20170225_130009Z.flac,366.4,367.6,190,4095,tuftit
SSW_009_20170225_130009Z.flac,370.8,372.3,0,4666,tuftit
SSW_009_20170225_130009Z.flac,377.8,379.4,285,4666,tuftit
SSW_009_20170225_130009Z.flac,382.4,383.4,381,5809,tuftit
SSW_009_20170225_130009Z.flac,324.9,325.7,0,7142,cangoo
SSW_009_20170225_130009Z.flac,327.1,333.0,0,5619,cangoo
SSW_009_20170225_130009Z.flac,335.1,342.7,0,5619,cangoo
SSW_009_20170225_130009Z.flac,343.4,345.7,0,5904,cangoo
SSW_009_20170225_130009Z.flac,347.0,349.7,0,6190,cangoo
SSW_009_20170225_130009Z.flac,351.5,352.3,0,6190,cangoo
SSW_009_20170225_130009Z.flac,355.7,363.1,0,7142,cangoo
SSW_009_20170225_130009Z.flac,369.4,381.6,0,4476,cangoo
SSW_009_20170225_130009Z.flac,332.3,333.2,1238,7238,rewbla
SSW_009_20170225_130009Z.flac,337.4,338.2,2666,8761,????
SSW_009_20170225_130009Z.flac,351.7,352.8,0,8571,tuftit
SSW_009_20170225_130009Z.flac,352.8,354.9,0,2857,amecro
SSW_009_20170225_130009Z.flac,383.0,384.1,0,8761,cangoo
SSW_009_20170225_130009Z.flac,387.6,388.4,0,3904,rebwoo
SSW_009_20170225_130009Z.flac,387.9,389.4,0,6761,tuftit
